QUOTE_UNIXTIME;QUOTE_READTIME;QUOTE_DATE;QUOTE_TIME_HOURS;UNDERLYING_LAST;EXPIRE_DATE;EXPIRE_UNIX;DTE;C_DELTA;C_GAMMA;C_VEGA;C_THETA;C_RHO;C_IV;C_VOLUME;C_LAST;C_SIZE;C_BID;C_ASK;STRIKE;P_BID;P_ASK;P_SIZE;P_LAST;P_DELTA;P_GAMMA;P_VEGA;P_THETA;P_RHO;P_IV;P_VOLUME;STRIKE_DISTANCE;STRIKE_DISTANCE_PCT;CallPutParityCriterion;C_MID;P_MID;C_BIDASKSPREAD;P_BIDASKSPREAD;YTE;calc;volume;Forward;LogMoneyness;FwdPct;LogMoneyFwdPct
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-01-11;1547240400;9.27;0,00233;0.00007;0,02516;-0,03376;0,00109;0,33423;2;0.15; 0 x 391;0;0.14;2905;428.8;441.9; 25 x 25;222.05;-0,97756;0,00033;0,22174;-0,53392;-0,78041;0,47864;1;433.2;0.18;1.000702238;0.07;435.35;0.14;13.1;0.02539726;2470.025455;3;2470.025454;0.070444708;3542.68293;-0.086186148
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-01-11;1547240400;9.27;0,00197;0.00007;0,02522;-0,03419;0,00079;0,34083;2;0.1; 0 x 421;0;0.15;2915;438.8;451.9; 25 x 25;185.85;-0,97707;0,00024;0,21811;-0,53573;-0,78351;0,48703;10;443.2;0.18;1.000698113;0.075;445.35;0.15;13.1;0.02539726;2470.035635;12;2470.035636;0.07193534;3554.87805;-0.086186148
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-01-11;1547240400;9.27;0,00128;-0.00001;0,01812;-0,02402;0,00103;0,33598;4;0.2; 0 x 241;0;0.11;2925;448.8;461.9; 25 x 25;189.22;-0,97812;0,00021;0,21591;-0,53705;-0,7863;0,49636;5;453.2;0.18;1.000702564;0.055;455.35;0.11;13.1;0.02539726;2470.024649;9;2470.02465;0.073424583;3567.07317;-0.086186148
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-01-11;1547240400;9.27;0,00119;0.00005;0,01755;-0,02388;0,00048;0,34139;5;0.12; 0 x 241;0;0.1;2935;458.7;471.9; 25 x 25;490.17;-0,97846;0,00021;0,20912;-0,52668;-0,78996;0,50154;12;463.2;0.19;1.000684838;0.05;465.3;0.1;13.2;0.02539726;2470.068403;17;2470.068403;0.074899125;3623.45679;-0.091514981
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-01-11;1547240400;9.27;0,00107;0.00007;0,01705;-0,02411;0,00124;0,35669;1;0.1; 0 x 278;0;0.1;2960;483.7;496.8; 25 x 25;472.88;-0,97947;0,0002;0,19818;-0,51886;-0,79694;0,52032;2;488.2;0.2;1.000662162;0.05;490.25;0.1;13.1;0.02539726;2470.124377;3;2470.124378;0.078572889;3700;-0.096910013
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-01-11;1547240400;9.27;0,00092;-0.00001;0,01601;-0,0248;0,0008;0,38154;117;0.05; 0 x 333;0;0.09;3000;523.7;536.8; 25 x 25;514.5;-0,98088;0,00019;0,19027;-0,52452;-0,8089;0,55191;3;528.2;0.21;1.000655;0.045;530.25;0.09;13.1;0.02539726;2470.142057;120;2470.142057;0.084399325;3797.46835;-0.102372908
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-01-14;1547499600;12.27;0,11845;0,00197;0,92948;-0,75556;0,10203;0,21643;6;6.2; 99 x 74;5.4;6.19;2595;128.59;135.59; 25 x 25;50.2;-0,85939;0,00203;1,03716;-1,01531;-0,80385;0,23565;12;123.2;0.05;1.001177264;5.795;132.09;0.79;7;0.033616438;2468.853508;18;2468.853508;0.021642041;2731.57895;-0.022276395
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-01-14;1547499600;12.27;0,37206;0,00333;1,76354;-1,62384;0,31191;0,24044;1;49.7; 25 x 25;27.2;28.8;2510;66.71;72; 25 x 25;57;-0,6216;0,00326;1,77203;-1,7977;-0,5712;0,25134;25;38.2;0.02;1.001241036;28;69.355;1.6;5.29;0.033616438;2468.696259;26;2468.696259;0.007206063;2561.22449;-0.008773924
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-01-14;1547499600;12.27;0,00976;0,00029;0,11946;-0,09151;0,00769;0,22368;25;1.64; 232 x 315;0.19;0.45;2730;254.11;267.21; 25 x 25;374.64;-0,97279;0,00051;0,28485;-0,3668;-0,9486;0,26935;2;258.2;0.1;1.000769231;0.32;260.66;0.26;13.1;0.033616438;2469.860108;27;2469.860107;0.043490292;3033.33333;-0.04575749
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-01-14;1547499600;12.27;0,62384;0,00305;1,76916;-1,79314;0,49222;0,26689;3;68.8; 25 x 25;67.79;70.3;2435;34.41;36.1; 25 x 25;66.8;-0,38046;0,00297;1,77506;-1,95824;-0,34712;0,27701;2;36.8;0.02;1.001219713;69.045;35.255;2.51;1.69;0.033616438;2468.748836;5;2468.748835;-0.005977942;2484.69388;-0.008773925
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-01-14;1547499600;12.27;0,01237;0,00028;0,15059;-0,11346;0,01092;0,21663;1;9; 262 x 232;0.29;0.55;2710;235.6;247.41; 1 x 25;115.2;-0,95844;0,00065;0,40776;-0,50314;-0,92915;0,27706;9;238.2;0.1;1.001049815;0.42;241.505;0.26;11.81;0.033616438;2469.167829;10;2469.167831;0.040418681;3011.11111;-0.04575749
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-01-14;1547499600;12.27;0,00689;0,0002;0,0944;-0,07446;0,00668;0,23037;10;0.73; 223 x 246;0.16;0.35;2750;273.99;287.2; 25 x 25;209.25;-0,97505;0,00039;0,26592;-0,36161;-0,95793;0,28392;3;278.2;0.11;1.000763636;0.255;280.595;0.19;13.21;0.033616438;2469.873914;13;2469.873915;0.04665791;3089.88764;-0.050609993
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-01-14;1547499600;12.27;0,73155;0,00251;1,53505;-1,60908;0,54202;0,2788;1;130.5; 25 x 25;94.9;100.3;2395;23.3;24.8; 25 x 25;56.98;-0,27733;0,00244;1,56253;-1,80671;-0,2527;0,29228;10;76.8;0.03;1.001340292;97.6;24.05;5.4;1.5;0.033616438;2468.451553;11;2468.451554;-0.01311909;2469.07216;-0.013228265
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-01-14;1547499600;12.27;0,00576;0,00014;0,0765;-0,062;0,00449;0,23805;1;0.38; 223 x 284;0.1;0.3;2770;294;307.1; 25 x 25;186.66;-0,9769;0,00042;0,24817;-0,35618;-0,96672;0,2983;10;298.2;0.12;1.000761733;0.2;300.55;0.2;13.1;0.033616438;2469.878612;11;2469.878612;0.04980416;3147.72727;-0.055517327
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-01-14;1547499600;12.27;0,00463;0.00008;0,06119;-0,04853;0,00375;0,23713;8;0.4; 284 x 223;0.05;0.24;2780;304.01;317.09; 25 x 25;411.71;-0,97738;0,00034;0,24371;-0,35766;-0,9704;0,30596;2;308.2;0.13;1.000778777;0.145;310.55;0.19;13.08;0.033616438;2469.836548;10;2469.836548;0.051376583;3195.4023;-0.060480748
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-01-14;1547499600;12.27;0,00418;0,00013;0,05837;-0,0488;0,00375;0,2496;41;0.4; 223 x 327;0.04;0.25;2800;324;337.09; 25 x 25;137.25;-0,97848;0,00035;0,23475;-0,36073;-0,97881;0,32116;5;328.2;0.13;1.000771429;0.145;330.545;0.21;13.09;0.033616438;2469.854684;46;2469.854682;0.05448663;3218.3908;-0.060480747
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-01-14;1547499600;12.27;0,00284;0.00009;0,04204;-0,03462;0,00228;0,252;411;0.25; 0 x 223;0;0.2;2820;343.9;357; 25 x 25;190.45;-0,98064;0,00035;0,21452;-0,34332;-0,98753;0,3322;1;348.2;0.14;1.000748227;0.1;350.45;0.2;13.1;0.033616438;2469.911945;412;2469.911945;0.057567638;3279.06977;-0.065501549
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-01-16;1547672400;14.27;0,01509;0,00033;0,18734;-0,12325;0,01457;0,2155;5;0.93; 259 x 286;0.4;0.7;2720;244.1;257.19; 25 x 25;215.3;-0,97453;0,00049;0,29592;-0,30808;-1,09186;0,23973;2;248.2;0.1;1.000681985;0.55;250.645;0.3;13.09;0.03909589;2470.075445;7;2470.075446;0.041858685;3022.22222;-0.04575749
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-01-16;1547672400;14.27;0,01314;0,00033;0,17405;-0,11459;0,01337;0,21658;10;2.52; 307 x 289;0.34;0.64;2725;249;262.1; 25 x 25;257.68;-0,97582;0,00051;0,27622;-0,29288;-1,09557;0,24079;1;253.2;0.1;1.00066789;0.49;255.55;0.3;13.1;0.03909589;2470.110238;11;2470.110238;0.042650171;3027.77778;-0.045757491
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-01-16;1547672400;14.27;0,02943;0,00063;0,33788;-0,22175;0,02931;0,21051;8;4.4; 176 x 201;1;1.35;2680;206.3;217.89; 1 x 25;82.68;-0,94784;0,00086;0,5297;-0,49681;-1,0493;0,24301;7;208.2;0.08;1.001;1.175;212.095;0.35;11.59;0.03909589;2469.290709;15;2469.290709;0.035562572;2913.04348;-0.036212173
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-01-16;1547672400;14.27;0,01257;0,00031;0,16537;-0,11054;0,01254;0,21879;2;2; 240 x 274;0.34;0.6;2730;254;267.1; 25 x 25;262.47;-0,97694;0,00048;0,27368;-0,29367;-1,09802;0,24411;1;258.2;0.1;1.000673993;0.47;260.55;0.26;13.1;0.03909589;2470.095174;3;2470.095173;0.04344896;3033.33333;-0.04575749
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-01-16;1547672400;14.27;0,02658;0,00055;0,31574;-0,20771;0,0267;0,21056;31;5.3; 183 x 218;0.89;1.26;2685;211.19;222.8; 1 x 25;85.53;-0,94966;0,00082;0,51176;-0,48607;-1,05349;0,24523;3;213.2;0.09;1.000998138;1.075;216.995;0.37;11.61;0.03909589;2469.295303;34;2469.295303;0.03637126;2950.54945;-0.040958608
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-01-16;1547672400;14.27;0,02177;0,0005;0,26565;-0,17287;0,02179;0,21079;12;4.4; 217 x 25;0.69;1;2695;221;232.51; 1 x 25;218.7;-0,95515;0,0007;0,47062;-0,45827;-1,06289;0,24869;3;223.2;0.09;1.000990724;0.845;226.755;0.31;11.51;0.03909589;2469.313593;15;2469.313592;0.037982523;2961.53846;-0.040958607
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-01-16;1547672400;14.27;0,38381;0,00314;1,91199;-1,54789;0,36998;0,24383;10;57.7; 25 x 25;31.1;32.7;2510;70.4;75.61; 25 x 25;59.97;-0,61145;0,00301;1,9182;-1,6918;-0,65096;0,25198;6;38.2;0.02;1.001141434;31.9;73.005;1.6;5.21;0.03909589;2468.941865;16;2468.941866;0.007162857;2561.22449;-0.008773924
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-01-16;1547672400;14.27;0,01813;0,00039;0,22827;-0,14937;0,01817;0,21205;19;3.6; 255 x 236;0.55;0.85;2705;230.8;242.39; 1 x 25;158.66;-0,95787;0,00065;0,44199;-0,44234;-1,06964;0,25381;3;233.2;0.09;1.000981516;0.7;236.595;0.3;11.59;0.03909589;2469.336308;22;2469.336307;0.039587027;2972.52747;-0.040958607
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-01-16;1547672400;14.27;0,49605;0,00315;1,99699;-1,69438;0,46815;0,25644;2;67.05; 25 x 25;48;50;2475;53.61;55.9; 25 x 25;93.57;-0,5026;0,00299;1,99744;-1,82053;-0,53272;0,26267;1;3.2;0;1.001016162;49;54.755;2;2.29;0.03909589;2469.250842;3;2469.250841;0.001009993;2475;0
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-01-16;1547672400;14.27;0,00645;0,00016;0,08814;-0,06001;0,00657;0,23063;81;2.8; 327 x 286;0.1;0.35;2780;303.8;316.9; 25 x 25;411.34;-0,98172;0,00029;0,21425;-0,26671;-1,12423;0,27229;2;308.2;0.13;1.000678058;0.225;310.35;0.25;13.1;0.03909589;2470.08514;83;2470.085139;0.051332873;3195.4023;-0.060480748
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-01-16;1547672400;14.27;0,7963;0,0019;1,41569;-1,35097;0,63071;0,29655;39;76.9; 25 x 25;130.2;136.09;2355;18.9;20.1; 25 x 25;26.2;-0,2134;0,00183;1,45822;-1,53571;-0,22537;0,30976;33;116.8;0.05;1.001322718;133.145;19.5;5.89;1.2;0.03909589;2468.494878;72;2468.494877;-0.020441319;2478.94737;-0.022276395
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-01-16;1547672400;14.27;0,86412;0,00137;1,0841;-1,05927;0,59203;0,30981;6;159.5; 25 x 25;168.3;174.7;2310;12.4;13.4; 71 x 25;23.1;-0,14813;0,00145;1,15703;-1,27326;-0,15586;0,32777;13;161.8;0.07;1.001367965;171.5;12.9;6.4;1;0.03909589;2468.383337;19;2468.383338;-0.028800626;2483.87097;-0.031517052
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-01-16;1547672400;14.27;0,89749;0,00108;0,88298;-0,87622;0,53066;0,31796;72;156.9; 25 x 25;195.1;201.71;2280;9.41;10.21; 59 x 25;17.6;-0,11484;0,00118;0,97125;-1,1002;-0,12062;0,33915;4;191.8;0.08;1.001388158;198.405;9.81;6.61;0.8;0.03909589;2468.333563;76;2468.333563;-0.034469002;2478.26087;-0.036212173
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-01-16;1547672400;14.27;0,91401;0,0008;0,76139;-0,76231;0,47333;0,32355;1;142.6; 25 x 25;213.3;220.1;2260;7.8;8.61; 68 x 25;28.03;-0,09681;0,00095;0,86047;-0,99469;-0,10186;0,34778;5;211.8;0.09;1.00144469;216.7;8.205;6.8;0.81;0.03909589;2468.194224;6;2468.194224;-0.038270893;2483.51648;-0.040958607
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-01-16;1547672400;14.27;0,00102;0.00003;0,01733;-0,01773;0,00094;0,3588;2;0.08; 0 x 283;0;0.1;3100;623.2;636.3; 25 x 25;610.6;-0,99521;0.00001;0,05695;-0,15512;-1,26941;0,41303;16;628.2;0.25;1.000470968;0.05;629.75;0.1;13.1;0.03909589;2470.596429;18;2470.596428;0.098559885;4133.33333;-0.124938736
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-01-18;1547845200;16.27;0,00134;0.00001;0,02309;-0,02321;0,00173;0,39248;1;0.05; 0 x 49;0;0.15;3200;722.7;735.71; 49 x 49;596.87;-1;0;10,25184;0;0;0.00004;1;728.2;0.3;1.000278125;0.075;729.205;0.15;13.01;0.044575342;2471.072733;2;2471.072733;0.11226445;4571.42857;-0.15490196
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-01-18;1547845200;16.27;0,00068;0;0,00609;-0,00917;0,00043;0,57567;157;0.05; 0 x 1;0;0.04;3800;1321.9;1334.8; 49 x 49;997.83;-1;0;10,22324;0;0;0.00008;50;1328.2;0.54;1.000023684;0.02;1328.35;0.04;12.9;0.044575342;2471.70146;207;2471.70146;0.186787583;8260.86957;-0.337242169
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-01-18;1547845200;16.27;0,00077;-0.00002;0,01885;-0,02412;0,00163;0,51388;3;0.05; 0 x 49;0;0.15;3500;1022.3;1035.2; 49 x 49;1025.84;-0,99949;0;0;-1,02418;-1,62905;0,00057;1;1028.2;0.42;1.000124286;0.075;1028.75;0.15;12.9;0.044575342;2471.452834;4;2471.452833;0.151115718;6034.48276;-0.236572007
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-01-18;1547845200;16.27;0,00083;0.00003;0,02175;-0,02354;0,00125;0,43452;2;0.04; 0 x 49;0;0.15;3300;822.49;835.5; 49 x 49;825.76;-0,99908;0;0;-0,06046;-1,53628;0,00063;6;828.2;0.34;1.000206061;0.075;828.995;0.15;13.01;0.044575342;2471.250773;8;2471.250772;0.125597122;5000;-0.180456064
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-01-18;1547845200;16.27;0,00156;-0.00002;0,01988;-0,02407;0,00148;0,47478;518;0.05; 0 x 49;0;0.15;3400;922.4;935.39; 49 x 49;842.9;-1;0;10,24234;0;0;0,00063;1;928.2;0.38;1.000170588;0.075;928.895;0.15;12.99;0.044575342;2471.338419;519;2471.338419;0.138546696;5483.87097;-0.207608311
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-01-18;1547845200;16.27;0,01241;0,00028;0,16795;-0,09413;0,01314;0,20669;26;2.45; 49 x 49;0.3;0.6;2735;258.7;271.71; 49 x 49;244.55;-0,9784;0,00039;0,27206;-0,23216;-1,24916;0,22907;2;263.2;0.11;1.000553931;0.45;265.205;0.3;13.01;0.044575342;2470.391575;28;2470.391574;0.044191533;3073.03371;-0.050609994
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-01-18;1547845200;16.27;0,02785;0,00064;0,34589;-0,19511;0,03159;0,20358;446;5.55; 49 x 49;1;1.3;2690;216.1;227.51; 1 x 49;186.75;-0,95022;0,00078;0,54803;-0,42403;-1,19643;0,23513;5;218.2;0.09;1.00089777;1.15;221.805;0.3;11.41;0.044575342;2469.54292;451;2469.542918;0.037135702;2956.04396;-0.040958608
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-01-18;1547845200;16.27;0,00912;0,00023;0,12863;-0,07235;0,01023;0,21097;6;0.65; 49 x 49;0.2;0.44;2755;278.6;291.6; 49 x 49;276.65;-0,98136;0,00033;0,24218;-0,21872;-1,26152;0,2389;101;283.2;0.12;1.000558984;0.32;285.1;0.24;13;0.044575342;2470.379098;107;2470.379098;0.047357999;3130.68182;-0.055517328
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-01-18;1547845200;16.27;0,00553;0,0001;0,09233;-0,05404;0,00674;0,22255;2;0.91; 49 x 49;0.09;0.35;2790;313.41;326.4; 49 x 49;336.92;-0,98568;0,00022;0,18843;-0,18989;-1,28339;0,25252;92;318.2;0.13;1.000517921;0.22;319.905;0.26;12.99;0.044575342;2470.480486;94;2470.480486;0.052822775;3206.89655;-0.060480747
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-01-18;1547845200;16.27;0,49792;0,00298;2,12644;-1,57334;0,53191;0,25216;100;73.1; 49 x 49;50.71;52.5;2475;56.1;58.2; 49 x 49;37.9;-0,50057;0,00286;2,12651;-1,67088;-0,60327;0,25819;100;3.2;0;1.000931313;51.605;57.15;1.79;2.1;0.044575342;2469.460159;200;2469.46016;0.000973179;2475;0
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-01-18;1547845200;16.27;0,00569;0,00012;0,08168;-0,04931;0,00636;0,2276;162;0.8; 49 x 49;0.05;0.35;2805;328.41;341.4; 49 x 49;252.98;-0,98685;0,00023;0,18307;-0,19079;-1,29093;0,26193;1;333.2;0.14;1.000522282;0.2;334.905;0.3;12.99;0.044575342;2470.469719;163;2470.469718;0.055153331;3261.62791;-0.065501549
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-01-18;1547845200;16.27;0,00484;0,00011;0,07265;-0,04432;0,005;0,23319;6;0.44; 49 x 49;0.04;0.31;2820;343.4;356.3; 49 x 49;437;-0,988;0,00025;0,16862;-0,18312;-1,2985;0,26775;750;348.2;0.14;1.000508865;0.175;349.85;0.27;12.9;0.044575342;2470.502847;756;2470.502848;0.057463749;3279.06977;-0.065501549
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-01-18;1547845200;16.27;0,00455;0.00006;0,06997;-0,04432;0,00506;0,24071;4;0.5; 49 x 49;0.05;0.3;2835;358.3;371.3; 49 x 49;384.45;-0,98837;0,00019;0,15392;-0,17482;-1,30712;0,27462;76;363.2;0.15;1.000488536;0.175;364.8;0.25;13;0.044575342;2470.553046;80;2470.553046;0.05975888;3335.29412;-0.070581075
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-01-18;1547845200;16.27;0,00401;0.00006;0,05935;-0,03971;0,00408;0,25068;1;0.36; 0 x 49;0;0.3;2860;383.3;396.2; 49 x 49;461.67;-0,98959;0,00018;0,13784;-0,16706;-1,32013;0,28595;3;388.2;0.16;1.000475524;0.15;389.75;0.3;12.9;0.044575342;2470.585176;4;2470.585177;0.063566202;3404.7619;-0.075720713
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-01-18;1547845200;16.27;0,00342;0.00008;0,05158;-0,03346;0,0035;0,24852;11;0.22; 0 x 49;0;0.24;2865;388.3;401.2; 49 x 49;90.87;-0,98978;0,00017;0,13725;-0,1672;-1,32294;0,28838;3;393.2;0.16;1.000485166;0.12;394.75;0.24;12.9;0.044575342;2470.561368;14;2470.561368;0.06432898;3410.71429;-0.075720714
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-01-18;1547845200;16.27;0,00336;0.00007;0,04888;-0,03407;0,00353;0,26475;2;0.2; 0 x 49;0;0.25;2895;418.2;431.2; 49 x 49;439.74;-0,9917;0,00014;0,12108;-0,15958;-1,33777;0,30221;7;423.2;0.17;1.00046114;0.125;424.7;0.25;13;0.044575342;2470.620698;9;2470.620698;0.068842493;3487.95181;-0.080921908
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-01-18;1547845200;16.27;0,00337;0.00004;0,04878;-0,03431;0,00349;0,27006;36;0.25; 0 x 49;0;0.26;2905;428.2;441.11; 49 x 49;507.75;-0,99203;0,00014;0,10984;-0,1496;-1,34346;0,30314;2;433.2;0.18;1.000442341;0.13;434.655;0.26;12.91;0.044575342;2470.667123;38;2470.667123;0.070331901;3542.68293;-0.086186148
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-01-18;1547845200;16.27;0,00337;0.00003;0,04744;-0,03432;0,00334;0,27426;37;0.1; 0 x 49;0;0.25;2915;438.1;451.1; 49 x 49;414.71;-0,99345;0,00012;0,09819;-0,13984;-1,34992;0,30433;1;443.2;0.18;1.000423671;0.125;444.6;0.25;13;0.044575342;2470.713231;38;2470.71323;0.071816218;3554.87805;-0.086186148
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-01-18;1547845200;16.27;0,00254;0.00005;0,03898;-0,02861;0,00301;0,27853;2;0.2; 0 x 49;0;0.2;2935;458.1;471.11; 49 x 49;263.45;-0,99311;0,00013;0,09466;-0,14086;-1,35886;0,31541;12;463.2;0.19;1.000431005;0.1;464.605;0.2;13.01;0.044575342;2470.695118;14;2470.695118;0.074788949;3623.45679;-0.091514981
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-01-18;1547845200;16.27;0,00273;0.00001;0,03875;-0,02869;0,00244;0,28373;1;0.05; 0 x 49;0;0.2;2945;468.09;481.1; 49 x 49;542.55;-0,99295;0,00011;0,09423;-0,14076;-1,36357;0,32089;47;473.2;0.19;1.000426146;0.1;474.595;0.2;13.01;0.044575342;2470.707118;48;2470.707118;0.076264033;3635.80247;-0.091514981
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-01-18;1547845200;16.27;0,85967;0,00134;1,18085;-1,02142;0,67565;0,30636;30;120.1; 49 x 49;174.6;180.8;2305;13.29;14.11; 49 x 49;11.3;-0,14935;0,00137;1,24196;-1,18071;-0,17853;0,32118;50;166.8;0.07;1.001197397;177.7;13.7;6.2;0.82;0.044575342;2468.803862;80;2468.803862;-0.029815658;2478.49462;-0.031517051
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-01-18;1547845200;16.27;0,0023;0.00005;0,03767;-0,02815;0,00281;0,29625;2;0.14; 0 x 49;0;0.2;2970;493;506.01; 49 x 49;481.98;-0,9955;0,00012;0,06967;-0,11964;-1,37745;0,32224;2;498.2;0.2;1.000392256;0.1;499.505;0.2;13.01;0.044575342;2470.790818;4;2470.790817;0.079920471;3712.5;-0.096910013
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-01-18;1547845200;16.27;0,86486;0,00125;1,14768;-0,997;0,66733;0,30799;1;211.8; 49 x 49;179.2;185.1;2300;12.8;13.59; 49 x 49;7.7;-0,14464;0,00129;1,21212;-1,16055;-0,1719;0,32348;2;171.8;0.07;1.001219565;182.15;13.195;5.9;0.79;0.044575342;2468.749199;3;2468.7492;-0.030749136;2473.11828;-0.031517052
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-01-18;1547845200;16.27;0,00196;0.00004;0,0361;-0,02872;0,00247;0,30366;1;0.05; 0 x 49;0;0.2;2985;508;521; 49 x 49;222.78;-0,99497;0.00002;0,06844;-0,12011;-1,38458;0,32988;2;513.2;0.21;1.00038861;0.1;514.5;0.2;13;0.044575342;2470.799823;3;2470.799822;0.082106774;3778.48101;-0.102372908
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-01-18;1547845200;16.27;0,00225;0.00001;0,03198;-0,02957;0,00222;0,36188;4;0.06; 0 x 49;0;0.2;3110;632.8;645.8; 49 x 49;615.7;-0,99929;0;0,01382;-0,07215;-1,44652;0,33147;50;638.2;0.26;1.000308682;0.1;639.3;0.2;13;0.044575342;2470.997248;54;2470.997248;0.099888127;4202.7027;-0.13076828
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-01-18;1547845200;16.27;0,00175;0.00007;0,03369;-0,02918;0,00263;0,32942;1;0.1; 0 x 49;0;0.2;3040;562.9;575.9; 49 x 49;328.55;-0,99699;0.00002;0,04241;-0,09769;-1,4121;0,33871;10;568.2;0.23;1.000348684;0.1;569.4;0.2;13;0.044575342;2470.898437;11;2470.898437;0.090018689;3948.05195;-0.113509275
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-01-18;1547845200;16.27;0,00192;0.00009;0,0352;-0,02913;0,00236;0,31287;2;0.12; 0 x 49;0;0.2;3005;527.99;541.01; 49 x 49;518.4;-0,99552;0.00007;0,06754;-0,1207;-1,39389;0,3401;4;533.2;0.22;1.000386023;0.1;534.5;0.2;13.02;0.044575342;2470.806211;6;2470.806212;0.085005792;3852.5641;-0.107905397
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-01-18;1547845200;16.27;0,90831;0,00089;0,85811;-0,76526;0,55874;0,32081;5;244.7; 49 x 49;219.5;226;2255;8.5;9.2; 49 x 49;15.6;-0,10042;0,00098;0,93508;-0,93278;-0,11935;0,34023;7;216.8;0.09;1.001268293;222.75;8.85;6.5;0.7;0.044575342;2468.629056;12;2468.629055;-0.03930929;2478.02198;-0.040958608
