QUOTE_UNIXTIME;QUOTE_READTIME;QUOTE_DATE;QUOTE_TIME_HOURS;UNDERLYING_LAST;EXPIRE_DATE;EXPIRE_UNIX;DTE;C_DELTA;C_GAMMA;C_VEGA;C_THETA;C_RHO;C_IV;C_VOLUME;C_LAST;C_SIZE;C_BID;C_ASK;STRIKE;P_BID;P_ASK;P_SIZE;P_LAST;P_DELTA;P_GAMMA;P_VEGA;P_THETA;P_RHO;P_IV;P_VOLUME;STRIKE_DISTANCE;STRIKE_DISTANCE_PCT;CallPutParityCriterion;C_MID;P_MID;C_BIDASKSPREAD;P_BIDASKSPREAD;YTE;calc;volume;Forward;LogMoneyness;FwdPct;LogMoneyFwdPct
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-06-21;1561147200;170.23;0,27226;0,00104;5,59817;-0,28083;2,81923;0,192;4;68.3; 49 x 49;49.91;51.41;2675;248.4;254.09; 49 x 49;347;-0,78916;0,00118;4,7564;-0,30163;-10,30301;0,14643;300;203.2;0.08;0.999007477;50.66;251.245;1.5;5.69;0.466383562;2474.215717;304;2474.215716;0.033886225;2907.6087;-0.036212173
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-06-21;1561147200;170.23;0,80334;0,00056;4,56258;-0,31344;5,25357;0,28576;10;305.4; 49 x 49;386.7;392.8;2125;46.89;48.01; 49 x 49;42.33;-0,18358;0,00059;4,47217;-0,35904;-2,34173;0,25765;121;346.8;0.14;1.002098824;389.75;47.45;6.1;1.12;0.466383562;2466.583077;131;2466.583076;-0.064736813;2470.93023;-0.065501548
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-06-21;1561147200;170.23;0,86677;0,00047;3,453;-0,248;4,43019;0,3057;2;520.3; 49 x 49;493.1;499.59;2000;30.19;31; 49 x 49;25.45;-0,12151;0,00039;3,39716;-0,29052;-1,54508;0,27775;49;471.8;0.19;1.003005;496.345;30.595;6.49;0.81;0.466383562;2464.354614;51;2464.354614;-0.090673206;2469.1358;-0.091514981
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-06-21;1561147200;170.23;0,93531;0,00017;1,54855;-0,13271;1,11564;0,35329;40;701.45; 49 x 49;744.4;751.39;1725;10.59;11.21; 49 x 49;11.1;-0,04412;0,00013;1,58731;-0,15568;-0,56624;0,32326;28;746.8;0.3;1.00566087;747.895;10.9;6.99;0.62;0.466383562;2457.846452;68;2457.846451;-0.153765648;2464.28571;-0.154901959
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-06-28;1561752000;177.23;0,13608;0,00069;3,77414;-0,17048;1,5245;0,1769;500;80.6; 1 x 1;16.2;23.71;2825;359;377.09; 1 x 1;413.1;-1;0;-3542,39967;0;0;-0,0001;1;353.2;0.14;0.998176991;19.955;368.045;7.51;18.09;0.485561644;2476.27427;501;2476.27427;0.057219707;3284.88372;-0.065501549
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-06-28;1561752000;177.23;0,07783;0,00054;2,51091;-0,11042;0,87912;0,17121;2;7.7; 1 x 1;6.1;13.61;2925;447.5;465.59; 1 x 1;289.1;-1;0;-4542,3996;0;0;0,00028;3;453.2;0.18;0.997760684;9.855;456.545;7.51;18.09;0.485561644;2477.307475;5;2477.307474;0.072145958;3567.07317;-0.086186148
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-06-28;1561752000;177.23;0,11931;0,00065;3,43482;-0,15334;1,33625;0,17543;1;20; 1 x 1;12.99;20.5;2850;380.4;398.51; 1 x 1;391.7;-0,9913;0;0;-0,12085;-13,88896;0,00045;5;378.2;0.15;0.998059649;16.745;389.455;7.51;18.11;0.485561644;2476.565406;6;2476.565406;0.060995058;3352.94118;-0.070581075
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-06-28;1561752000;177.23;0,22426;0,00094;5,15706;-0,24292;2,45086;0,18577;1;53.1; 1 x 1;35.3;42.91;2725;279.5;297.6; 1 x 1;353.7;-0,86408;0,00097;3,58689;-0,23535;-11,81355;0,12969;12;253.2;0.1;0.998607339;39.105;288.55;7.61;18.1;0.485561644;2475.207123;13;2475.207124;0.04175496;3027.77778;-0.045757491
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-06-28;1561752000;177.23;0,27728;0,00102;5,76597;-0,27927;2,98295;0,19194;107;100.3; 1 x 1;49.4;56.99;2675;244.3;262.4; 1 x 1;170.5;-0,78257;0,00109;4,92969;-0,29896;-10,66692;0,14643;11;203.2;0.08;0.998846729;53.195;253.35;7.59;18.1;0.485561644;2474.613901;118;2474.6139;0.033816338;2907.6087;-0.036212173
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-06-28;1561752000;177.23;0,33493;0,00111;6,25368;-0,31234;3,52397;0,20003;31;116.8; 1 x 1;66.89;74.39;2625;215.4;227.5; 1 x 1;140.9;-0,70581;0,0012;5,83099;-0,34915;-9,58614;0,15977;6;153.2;0.06;0.999074286;70.64;221.45;7.5;12.1;0.485561644;2474.050264;37;2474.050263;0.025720789;2792.55319;-0.026872146
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-06-28;1561752000;177.23;0,36352;0,00103;6,44405;-0,32735;3,78915;0,20332;2;253.43; 1 x 1;76.9;84.4;2600;200.8;212.9; 1 x 1;264.2;-0,66888;0,00127;6,15707;-0,36985;-9,06529;0,16655;18;128.2;0.05;0.999215385;80.65;206.85;7.5;12.1;0.485561644;2473.700904;20;2473.700903;0.02162616;2736.84211;-0.022276395
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-06-28;1561752000;177.23;0,45037;0,00112;6,78267;-0,36148;4,51864;0,21589;2;314.49; 1 x 1;111.69;119.3;2525;161.7;173.8; 1 x 1;160.16;-0,56276;0,00125;6,72352;-0,41546;-7,60141;0,18278;3;53.2;0.02;0.999609901;115.495;167.75;7.61;12.1;0.485561644;2472.724607;5;2472.724607;0.009085632;2576.53061;-0.008773924
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-06-28;1561752000;177.23;0,50662;0,00105;6,82658;-0,37549;4,92839;0,22488;1;197.75; 1 x 1;136.4;148.5;2475;139.31;151.4; 1 x 1;140.3;-0,49871;0,00118;6,82285;-0,43227;-6,71351;0,19359;40;3.2;0;0.999864646;142.45;145.355;12.1;12.09;0.485561644;2472.094607;41;2472.094608;0.000510116;2475;0
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-06-28;1561752000;177.23;0,55956;0,00103;6,74365;-0,38292;5,26275;0,23363;150;165; 1 x 1;166.1;178.2;2425;119.7;131.79; 1 x 1;125;-0,43877;0,00108;6,75335;-0,44009;-5,90142;0,20353;2;46.8;0.02;1.000146392;172.15;125.745;12.1;12.09;0.485561644;2471.398208;152;2471.398207;-0.008230984;2474.4898;-0.008773925
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-06-28;1561752000;177.23;0,58423;0,00099;6,66083;-0,38369;5,39833;0,23778;150;137; 1 x 1;181.8;193.9;2400;113;120.6; 1 x 1;112.16;-0,41133;0,00105;6,66717;-0,44096;-5,52371;0,20797;3;71.8;0.03;1.000295833;187.85;116.8;12.1;7.6;0.485561644;2471.028987;153;2471.028988;-0.012666598;2474.2268;-0.013228265
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-06-28;1561752000;177.23;0,60881;0,00093;6,55511;-0,38355;5,51267;0,24231;100;149.36; 1 x 1;198.1;210.2;2375;104.6;112.2; 1 x 1;159.2;-0,38494;0,00107;6,55437;-0,43957;-5,16461;0,21304;9;96.8;0.04;1.000425263;204.15;108.4;12.1;7.6;0.485561644;2470.709298;109;2470.709299;-0.017158036;2473.95833;-0.017728766
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-06-28;1561752000;177.23;0,6544;0,00085;6,28275;-0,37805;5,67614;0,25074;20;190.7; 1 x 1;232.2;244.29;2325;89.51;97; 1 x 1;116;-0,33604;0,0009;6,25821;-0,4321;-4,50028;0,22211;4;146.8;0.06;1.00076129;238.245;93.255;12.09;7.49;0.485561644;2469.879704;24;2469.879705;-0.026252844;2473.40426;-0.026872147
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-06-28;1561752000;177.23;0,69595;0,00081;5,94508;-0,36648;5,75193;0,25897;2;534.77; 1 x 1;265.2;283.3;2275;76.2;83.8; 1 x 1;45.57;-0,29141;0,00089;5,89611;-0,41813;-3,90531;0,23085;10;196.8;0.08;1.001103297;274.25;80;18.1;7.6;0.485561644;2469.035921;12;2469.03592;-0.035546007;2472.82609;-0.036212173
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-06-28;1561752000;177.23;0,7346;0,00073;5,56068;-0,3513;5,74131;0,26754;2;314.75; 1 x 1;302.89;320.99;2225;64.6;72.11; 1 x 1;88.11;-0,25248;0,00079;5,48862;-0,40008;-3,37423;0,23923;5;246.8;0.1;1.001426966;311.94;68.355;18.1;7.51;0.485561644;2468.237908;7;2468.237908;-0.045057003;2472.22222;-0.04575749
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-06-28;1561752000;177.23;0,93642;0,00012;1,51813;-0,12676;0,92889;0,35659;2;1012.79; 1 x 1;762.9;780.99;1700;6.9;14.4; 1 x 1;11.2;-0,042;0,00014;1,5589;-0,14774;-0,56412;0,32593;10;771.8;0.31;1.006155882;771.945;10.65;18.09;7.5;0.485561644;2456.63723;12;2456.637231;-0.159892108;2463.76812;-0.16115091
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-09-20;1569009600;261.23;0,18421;0,00077;5,5579;-0,167;2,93604;0,17872;54;30.49; 49 x 49;34.4;35.6;2825;375.39;381.59; 49 x 49;195;-1;0;-3542,4;0;0;0,00048;2;353.2;0.14;0.996548673;35;378.49;1.2;6.2;0.71569863;2480.320398;56;2480.320397;0.056510667;3284.88372;-0.065501549
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-09-20;1569009600;261.23;0,22398;0,00077;6,24204;-0,19129;3,52669;0,18277;110;39.65; 49 x 49;45.31;46.7;2775;337.51;343.5; 49 x 49;325.31;-0,92262;0,00063;2,63048;-0,16085;-18,80122;0,0974;50;303.2;0.12;0.99685045;46.005;340.505;1.39;5.99;0.71569863;2479.569527;160;2479.569528;0.048886697;3153.40909;-0.055517328
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-09-20;1569009600;261.23;0,31527;0,00089;7,39006;-0,23738;4,78842;0,19386;201;63.62; 49 x 49;74.89;76.69;2675;269.5;275; 49 x 49;253.3;-0,75538;0,00102;6,35244;-0,26053;-15,3402;0,13896;175;203.2;0.08;0.997465421;75.79;272.25;1.8;5.5;0.71569863;2478.040791;376;2478.04079;0.033215336;2907.6087;-0.036212173
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-09-20;1569009600;261.23;0,36382;0,00095;7,79835;-0,2578;5,41016;0,19982;660;86.12; 49 x 49;93.91;95.9;2625;239.2;244.4; 49 x 49;285.32;-0,68593;0,00108;7,24281;-0,2913;-13,89213;0,15067;23;153.2;0.06;0.997582857;94.905;241.8;1.99;5.2;0.71569863;2477.749073;683;2477.749074;0.025071985;2792.55319;-0.026872146
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-09-20;1569009600;261.23;0,50831;0,0009;8,24919;-0,29597;6,97311;0,22193;2;180.85; 49 x 49;167.01;169.59;2475;167.29;169.7; 49 x 49;174.44;-0,49968;0,00108;8,24304;-0,34611;-10,07037;0,18129;11;3.2;0;0.998769697;168.3;168.495;2.58;2.41;0.71569863;2474.80476;13;2474.80476;3.43E-05;2475;0
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-09-20;1569009600;261.23;0,59572;0,00081;7,98595;-0,30215;7,62674;0,23729;50;172.5; 49 x 49;226.49;231.7;2375;129.89;131.89; 49 x 49;149.75;-0,3977;0,00096;8,001;-0,35174;-7,99812;0,1985;120;96.8;0.04;0.999391579;229.095;130.89;5.21;2;0.71569863;2473.264786;170;2473.264786;-0.017607;2473.95833;-0.017728766
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-09-20;1569009600;261.23;0,79736;0,00055;5,69279;-0,2418;7,40562;0,28001;2;466.8; 49 x 49;446.3;452.51;2075;56.9;58.1; 49 x 49;72.4;-0,18507;0,00054;5,56475;-0,28158;-3,69592;0,24421;5;396.8;0.16;1.002339759;449.405;57.5;6.21;1.2;0.71569863;2465.990177;7;2465.990177;-0.074973241;2470.2381;-0.075720715
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-09-20;1569009600;261.23;0,92985;0,00013;2,08223;-0,10313;2,15986;0,33317;1;1060.45; 49 x 49;796.61;803.59;1675;15.8;16.4; 49 x 49;23;-0,05472;0,00016;2,29656;-0,13891;-1,07648;0,30199;3;796.8;0.32;1.00761791;800.1;16.1;6.98;0.6;0.71569863;2453.072712;4;2453.072713;-0.16569561;2463.23529;-0.167491087
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-09-30;1569873600;271.23;0,20016;0,00075;5,95893;-0,17337;3,29445;0,17913;1;47.43; 49 x 49;39.21;40.5;2810;364.1;370.41; 49 x 49;352.6;-1;0;-3392,40001;0;0;-0.00006;1;338.2;0.14;0.996142349;39.855;367.255;1.29;6.31;0.74309589;2481.332114;2;2481.332113;0.054021424;3267.44186;-0.065501549
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-09-30;1569873600;271.23;0,11072;0,00049;4,03523;-0,11319;1,87743;0,17009;36;57.1; 49 x 49;18;18.69;2950;479.59;486.3; 49 x 49;280.45;-1;0;-4792,40044;0;0;-0.00002;2;478.2;0.19;0.995376271;18.345;482.945;0.69;6.71;0.74309589;2483.241837;38;2483.241837;0.074802999;3641.97531;-0.091514981
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-09-30;1569873600;271.23;0,17074;0,00065;5,3996;-0,15525;2,83443;0,17669;3;40.72; 49 x 49;31.51;32.6;2850;395.5;401.91; 49 x 49;217.72;-1;0;-3792,40003;0;0;0.00004;2;378.2;0.15;0.995933333;32.055;398.705;1.09;6.41;0.74309589;2481.852868;5;2481.852869;0.060068828;3352.94118;-0.070581075
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-09-30;1569873600;271.23;0,09946;0,00053;3,72177;-0,1034;1,68273;0,16917;10;49.6; 49 x 49;15.6;16.3;2975;501.59;508.4; 49 x 49;279.85;-1;0;-5042,40034;0;0;-0,00014;2;503.2;0.2;0.995228571;15.95;504.995;0.7;6.81;0.74309589;2483.610369;12;2483.610371;0.078403505;3718.75;-0.096910013
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-09-30;1569873600;271.23;0,13824;0,00055;4,70738;-0,13304;2,32314;0,17327;1;15.31; 49 x 49;23.9;24.8;2900;436.6;443.2; 49 x 49;291.8;-1;0;-4292,40049;0;0;0,00017;10;428.2;0.17;0.995624138;24.35;439.9;0.9;6.6;0.74309589;2482.623619;11;2482.623618;0.067487115;3493.9759;-0.080921907
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-09-30;1569873600;271.23;0,20791;0,00075;6,09687;-0,17818;3,41569;0,18004;1;49.78; 49 x 49;41.39;42.7;2800;356.61;362.81; 49 x 49;128.05;-1;0;-3292,39998;0;0;0,00017;1;328.2;0.13;0.996223214;42.045;359.71;1.31;6.2;0.74309589;2481.130699;2;2481.1307;0.052508389;3218.3908;-0.060480747
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-09-30;1569873600;271.23;0,178;0,0007;5,54661;-0,1594;2,95021;0,17721;1;98.2; 49 x 49;33.4;34.5;2840;387.59;393.81; 49 x 49;167.7;-1;0;-3692,39969;0;0;-0,00027;27;368.2;0.15;0.995954225;33.95;390.7;1.1;6.22;0.74309589;2481.800807;28;2481.800808;0.058551418;3341.17647;-0.070581074
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-09-30;1569873600;271.23;0,12141;0,00055;4,30349;-0,12141;2,04977;0,17117;1;104.3; 49 x 49;20.21;21;2930;462.19;468.8; 49 x 49;390.58;-1;0;-4592,40013;0;0;0,00045;2;458.2;0.19;0.995443686;20.605;465.495;0.79;6.61;0.74309589;2483.073663;3;2483.073663;0.071878017;3617.28395;-0.091514981
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-09-30;1569873600;271.23;0,22875;0,0008;6,43299;-0,18961;3,72614;0,18256;100;162.2; 49 x 49;47.3;48.7;2775;338.11;344.1; 49 x 49;168;-0,92038;0,00063;2,75339;-0,1585;-19,47843;0,09681;61;303.2;0.12;0.996347748;48;341.105;1.4;5.99;0.74309589;2480.820583;161;2480.820582;0.048667631;3153.40909;-0.055517328
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-09-30;1569873600;271.23;0,24166;0,00075;6,6257;-0,19648;3,91582;0,18404;20;118; 49 x 49;51.1;52.6;2760;327.3;333.3; 49 x 49;114.55;-0,8899;0,00078;3,65519;-0,17727;-18,83724;0,10704;1;288.2;0.12;0.996452899;51.85;330.3;1.5;6;0.74309589;2480.558794;21;2480.558793;0.046359557;3136.36364;-0.055517328
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-09-30;1569873600;271.23;0,25028;0,00085;6,75094;-0,20137;4,04335;0,18555;1;34.26; 49 x 49;53.8;55.3;2750;320.21;326.1; 49 x 49;162.1;-0,872;0,00079;4,13351;-0,18804;-18,4509;0,11207;25;278.2;0.11;0.996496364;54.55;323.155;1.5;5.89;0.74309589;2480.450597;26;2480.450596;0.044802112;3089.88764;-0.050609993
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-09-30;1569873600;271.23;0,28634;0,00086;7,21541;-0,21995;4,56122;0,18952;10;44.1; 49 x 49;65.59;67.3;2710;293;298.71; 49 x 49;170;-0,80535;0,00094;5,60182;-0,2263;-17,02691;0,12764;1;238.2;0.1;0.996741697;66.445;295.855;1.71;5.71;0.74309589;2479.840069;11;2479.84007;0.038545618;3011.11111;-0.04575749
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-09-30;1569873600;271.23;0,29579;0,00084;7,31948;-0,22345;4,69006;0,19092;2;112.21; 49 x 49;68.69;70.5;2700;286.39;292.1; 49 x 49;230.05;-0,78979;0,00098;5,88565;-0,23454;-16,69698;0,1306;10;228.2;0.09;0.996818519;69.595;289.245;1.81;5.71;0.74309589;2479.648957;12;2479.648956;0.036973562;2967.03297;-0.040958608
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-09-30;1569873600;271.23;0,31426;0,00089;7,51843;-0,23238;4,94884;0,19344;1;121.07; 49 x 49;75.51;77.29;2680;273.7;279.2; 49 x 49;176.8;-0,76023;0,00105;6,38983;-0,25014;-16,05123;0,13618;40;208.2;0.08;0.99694403;76.4;276.45;1.78;5.5;0.74309589;2479.336779;41;2479.336779;0.033799271;2913.04348;-0.036212173
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-09-30;1569873600;271.23;0,31919;0,0009;7,56454;-0,23396;5,01289;0,19332;1;128.13; 49 x 49;77.2;79.1;2675;270.51;275.99; 49 x 49;118.3;-0,75281;0,00101;6,49993;-0,25406;-15,89651;0,13736;2;203.2;0.08;0.996957009;78.15;273.25;1.9;5.48;0.74309589;2479.3045;3;2479.304501;0.032993918;2907.6087;-0.036212173
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-09-30;1569873600;271.23;0,324;0,00089;7,60946;-0,23609;5,07709;0,19437;1;100.9; 49 x 49;78.9;80.89;2670;267;272.41; 49 x 49;181.3;-0,74746;0,00102;6,59094;-0,25582;-15,7588;0,13811;24;198.2;0.08;0.996842697;79.895;269.705;1.99;5.41;0.74309589;2479.588814;25;2479.588813;0.032131593;2902.17391;-0.036212172
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-09-30;1569873600;271.23;0,36664;0,00093;7,96583;-0,25282;5,64522;0,19989;2;88.5; 49 x 49;96.3;98.4;2625;240.81;246.1; 49 x 49;108.55;-0,6832;0,00106;7,40585;-0,28478;-14,38575;0,14974;1;153.2;0.06;0.997281905;97.35;243.455;2.1;5.29;0.74309589;2478.49679;3;2478.49679;0.024940947;2792.55319;-0.026872146
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-09-30;1569873600;271.23;0,39073;0,00094;8,11863;-0,26072;5,94844;0,20335;1;68.2; 49 x 49;106.91;109.09;2600;228.1;230.9; 49 x 49;281;-0,64941;0,0011;7,72851;-0,29752;-13,6701;0,15552;32;128.2;0.05;0.997407692;108;229.5;2.18;2.8;0.74309589;2478.184216;33;2478.184217;0.020839761;2736.84211;-0.022276395
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-09-30;1569873600;271.23;0,41507;0,00088;8,23782;-0,2688;6,23873;0,20669;1;131.4; 49 x 49;118.19;120.5;2575;214.89;217.8; 49 x 49;266;-0,61792;0,00112;7,97818;-0,30851;-12,97869;0,16027;32;103.2;0.04;0.997576699;119.345;216.345;2.31;2.91;0.74309589;2477.764369;33;2477.764369;0.01671723;2682.29167;-0.017728768
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-09-30;1569873600;271.23;0,43874;0,0009;8,3255;-0,27514;6,51391;0,21041;1;144.15; 49 x 49;130.1;132.49;2550;202.5;205.2; 49 x 49;103.95;-0,58668;0,00106;8,16401;-0,31761;-12,31175;0,16586;1;78.2;0.03;0.997770588;131.295;203.85;2.39;2.7;0.74309589;2477.282884;2;2477.282884;0.012564578;2628.86598;-0.013228266
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-09-30;1569873600;271.23;0,48575;0,00092;8,40705;-0,28513;7,01239;0,21738;4;104.2; 49 x 49;155.8;158.5;2500;179.39;181.9; 49 x 49;208;-0,52722;0,00107;8,36795;-0,33208;-11,05195;0,17469;4;28.2;0.01;0.998102;157.15;180.645;2.7;2.51;0.74309589;2476.460322;8;2476.460322;0.004108635;2525.25253;-0.004364806
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-09-30;1569873600;271.23;0,50875;0,00084;8,40489;-0,28932;7,23291;0,22077;2;154.7; 49 x 49;169.6;172.3;2475;168.8;171.2; 49 x 49;169.5;-0,49974;0,00099;8,39745;-0,33661;-10,45929;0,18007;20;3.2;0;0.998307071;170.95;170;2.7;2.4;0.74309589;2475.951611;22;2475.95161;-0.000166949;2475;0
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-09-30;1569873600;271.23;0,53121;0,00089;8,37442;-0,29235;7,43271;0,22445;1;252.38; 49 x 49;183.9;186.69;2450;158.7;160.99; 49 x 49;187.5;-0,4722;0,00104;8,38676;-0,33973;-9,89029;0,1838;8;21.8;0.01;0.998493878;185.295;159.845;2.79;2.29;0.74309589;2475.488389;9;2475.488388;-0.004494809;2474.74747;-0.004364805
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-09-30;1569873600;271.23;0,55308;0,00088;8,31925;-0,29376;7,60978;0,22852;3;402.87; 49 x 49;198.7;201.59;2425;149.1;151.29; 49 x 49;120;-0,44726;0,001;8,34046;-0,3415;-9,34471;0,18827;600;46.8;0.02;0.998684536;200.145;150.195;2.89;2.19;0.74309589;2475.015794;603;2475.015794;-0.008866232;2474.4898;-0.008773925
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-09-30;1569873600;271.23;0,57444;0,00087;8,24025;-0,29408;7,76643;0,23142;16;155.9; 49 x 49;212.81;218;2400;139.81;141.91; 49 x 49;173;-0,42178;0,00097;8,26076;-0,34178;-8,82106;0,19252;4;71.8;0.03;0.998839583;215.405;140.86;5.19;2.1;0.74309589;2474.631604;20;2474.631605;-0.013299314;2474.2268;-0.013228265
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-09-30;1569873600;271.23;0,59572;0,00085;8,13941;-0,29553;7,89713;0,23589;66;180.68; 49 x 49;229.1;234.3;2375;131.4;133.41; 49 x 49;169.32;-0,39823;0,00094;8,15347;-0,34187;-8,32311;0,19649;50;96.8;0.04;0.998932632;231.7;132.405;5.2;2.01;0.74309589;2474.401098;116;2474.401097;-0.017806486;2473.95833;-0.017728766
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-09-30;1569873600;271.23;0,63437;0,0008;7,88031;-0,29263;8,09544;0,24297;3;485.31; 49 x 49;261.6;266.99;2325;115.6;117.4; 49 x 49;164;-0,35462;0,00083;7,86869;-0,33803;-7,39009;0,20455;4;146.8;0.06;0.999554839;264.295;116.5;5.39;1.8;0.74309589;2472.860822;7;2472.860821;-0.026776717;2473.40426;-0.026872147
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-09-30;1569873600;271.23;0,7532;0,00056;6,54372;-0,26041;8,05354;0,26837;4;632.82; 49 x 49;388.9;395;2150;72.09;73.5; 49 x 49;89.97;-0,22876;0,00063;6,4186;-0,3005;-4,75076;0,2317;2;321.8;0.13;1.001211628;391.95;72.795;6.1;1.41;0.74309589;2468.768771;6;2468.768771;-0.060041955;2471.26437;-0.060480748
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-09-30;1569873600;271.23;0,76763;0,00056;6,31696;-0,25375;7,95529;0,27227;4;654.59; 49 x 49;408.5;414.5;2125;67.11;68.5; 49 x 49;35.29;-0,21436;0,00058;6,18081;-0,29207;-4,44309;0,23447;4;346.8;0.14;1.001442353;411.5;67.805;6;1.39;0.74309589;2468.199984;8;2468.199984;-0.065021411;2470.93023;-0.065501548
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-09-30;1569873600;271.23;0,90102;0,00026;3,22964;-0,14373;4,6544;0,31604;1;714.8; 49 x 49;684;690.81;1800;24.89;25.6; 49 x 49;35.2;-0,08365;0,00024;3,25507;-0,17767;-1,71878;0,28076;47;671.8;0.27;1.005333333;687.405;25.245;6.81;0.71;0.74309589;2458.647215;48;2458.647216;-0.135423712;2465.75342;-0.136677139
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-12-20;1576875600;352.27;0,14152;0,0005;5,42778;-0,11494;3,03032;0,17085;49;33.65; 49 x 49;27.4;28.3;2950;483.9;490.41; 49 x 49;479.77;-1;0;-4792,40007;0;0;0,00054;40;478.2;0.19;0.993581356;27.85;487.155;0.9;6.51;0.965123288;2487.72784;89;2487.727839;0.07401915;3641.97531;-0.091514981
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-12-20;1576875600;352.27;0,25832;0,00075;7,79348;-0,17405;5,28591;0,18339;254;53.95; 49 x 49;62.5;64.2;2775;349.29;355.2; 49 x 49;418.01;-0,90581;0,00064;3,51829;-0,1534;-25,03551;0,0931;2;303.2;0.12;0.994830631;63.35;352.245;1.7;5.91;0.965123288;2484.603835;256;2484.603834;0.048005836;3153.40909;-0.055517328
